latency_ratio,contact_question_ratio,contact_initiation_rate,unsociable_hours_ratio,avg_contact_sentiment,sentiment_escalation,keyword_ratio,money_entity_count,messages_per_day,id_is_recent,label
0,0.36,0.0,0.0,0.293128,0.17111153846153856,0.0022091310751104565,0,25.0,0,0
0,0.2,1.0,0.32,0.26650799999999997,0.012083974358974403,0.005,0,25.0,0,0
0,0.68,0.0,0.0,0.35683600000000004,0.11308782051282051,0.004556962025316456,0,25.0,0,0
0,0.6,0.0,0.0,0.360424,0.14988974358974372,0.002102312543798178,0,25.0,0,0
0,0.3548387096774194,0.0,0.0,0.2756354838709677,0.004826666666666646,0.003105590062111801,0,31.0,0,0
0,0.52,0.0,0.0,0.44862,0.03595192307692319,0.0015706806282722514,0,25.0,0,0
0,0.52,0.0,0.0,0.38842400000000005,0.15184102564102575,0.001791044776119403,0,25.0,0,0
0,0.48,0.0,0.0,0.290284,0.1912967948717949,0.0014970059880239522,0,25.0,0,0
0,0.64,0.0,0.0,0.408388,0.11316602564102562,0.0032768978700163844,0,25.0,0,0
0,0.52,0.0,0.0,0.391092,0.16274102564102555,0.003171247357293869,0,25.0,0,0
0,0.8,0.0,0.0,0.349296,0.16145064102564105,0.0016068559185859668,0,25.0,0,0
0,0.48,0.0,0.48,0.5145879999999999,0.0758583333333333,0.0038192234245703373,0,25.0,0,0
0,0.64,0.0,0.08,0.35808799999999996,0.1084685897435898,0.0015353121801432957,0,25.0,0,0
0,0.52,0.0,0.4,0.32542000000000004,0.04324679487179489,0.003374578177727784,0,25.0,0,0
0,0.56,0.0,0.0,0.399792,0.2158179487179488,0.003357582540570789,0,25.0,0,0
0,0.64,0.0,0.0,0.269308,0.05910320512820505,0.0017381228273464658,0,25.0,0,0
0,0.48,0.0,0.0,0.3854040000000001,0.1395429487179488,0.0018738288569643974,0,25.0,0,0
0,0.6,0.0,0.64,0.47772,0.03148397435897443,0.0036231884057971015,0,25.0,0,0
0,0.48,0.0,0.0,0.497124,0.11844358974358982,0.0030181086519114686,0,25.0,0,0
0,0.52,0.0,0.0,0.27544,0.2513333333333334,0.0037641154328732747,0,25.0,0,0
0,0.68,0.0,0.16,0.30880399999999997,0.09856538461538461,0.001694915254237288,0,25.0,0,0
0,0.48,0.0,0.28,0.292672,0.13861153846153845,0.0016181229773462784,0,25.0,0,0
0,0.44,0.0,0.0,0.346584,0.08113910256410262,0.0020147750167897917,0,25.0,0,0
0,0.48,0.0,0.0,0.44653200000000004,0.11481025641025633,0.0018610421836228288,0,25.0,0,0
0,0.52,0.0,0.0,0.29991599999999996,0.07745320512820514,0.0014605647517039922,0,25.0,0,0
0,0.56,0.0,0.0,0.3442680000000001,0.012785897435897475,0.0017391304347826088,0,25.0,0,0
0,0.52,0.0,0.0,0.390844,0.1273833333333333,0.0014698677119059284,0,25.0,0,0
0,0.56,0.0,0.0,0.412248,0.1756532051282051,0.0016901408450704226,0,25.0,0,0
0,0.52,0.0,0.0,0.44422000000000006,0.036227564102564114,0.003500583430571762,0,25.0,0,0
0,0.64,0.0,0.16,0.399956,0.14176730769230772,0.0017201834862385322,0,25.0,0,0
0,0.76,0.0,0.0,0.44580800000000004,0.005257051282051173,0.0016146393972012918,0,25.0,0,0
0,0.6,0.0,0.0,0.308908,0.13748461538461543,0.001567398119122257,0,25.0,0,0
0,0.64,0.0,0.36,0.3129799999999999,0.04704166666666665,0.0017152658662092624,0,25.0,0,0
0,0.68,0.0,0.0,0.336676,0.00977756410256414,0.0018192844147968466,0,25.0,0,0
0,0.68,0.0,0.0,0.39151600000000003,0.17761089743589747,0.002124645892351275,0,25.0,0,0
0,0.64,0.0,0.0,0.335484,0.12514294871794873,0.003430531732418525,0,25.0,0,0
0,0.8,0.0,0.0,0.47864000000000007,0.19402564102564107,0.001875,0,25.0,0,0
0,0.68,0.0,0.0,0.43268,0.15252243589743603,0.0035067212156633548,0,25.0,0,0
0,0.48,0.0,0.0,0.43964800000000004,0.23915448717948734,0.0036188178528347406,0,25.0,0,0
0,0.64,0.0,0.0,0.40548,0.0011314102564103368,0.0016901408450704226,0,25.0,0,0
0,0.52,0.0,0.0,0.41702799999999995,0.11118012820512824,0.0018495684340320592,0,25.0,0,0
0,0.52,0.0,0.0,0.3824720000000001,0.34496217948717955,0.0035629453681710215,0,25.0,0,0
0,0.4,0.0,0.0,0.35901200000000005,0.16050576923076926,0.0020847810979847115,0,25.0,0,0
0,0.64,0.0,0.0,0.4215,0.16636217948717946,0.004181184668989547,0,25.0,0,0
0,0.72,0.0,0.0,0.352032,0.06864038461538458,0.001687289088863892,0,25.0,0,0
0,0.56,0.0,0.68,0.34078400000000003,0.2398705128205128,0.0,0,25.0,0,0
0,0.68,0.0,0.0,0.44538799999999995,0.06214038461538479,0.0016806722689075631,0,25.0,0,0
0,0.72,0.0,0.36,0.44247600000000004,0.08990576923076932,0.0015128593040847202,0,25.0,0,0
0,0.56,0.0,0.0,0.39144400000000007,0.02165512820512816,0.0034502587694077054,0,25.0,0,0
0,0.68,0.0,0.36,0.295292,0.18935961538461535,0.0014534883720930232,0,25.0,0,0
0,0.56,0.0,0.0,0.285792,0.016601923076923097,0.0016251354279523294,0,25.0,0,0
0,0.52,0.0,0.0,0.41178,0.033631410256410255,0.0017421602787456446,0,25.0,0,0
0,0.68,0.0,0.0,0.34370799999999996,0.03267564102564102,0.0031762837480148226,0,25.0,0,0
0,0.6,0.0,0.0,0.371404,0.034558974358974426,0.003218884120171674,0,25.0,0,0
0,0.76,0.0,0.68,0.4136399999999999,0.045894230769230826,0.001937984496124031,0,25.0,0,0
0,0.76,0.0,0.0,0.47884,0.026076923076922942,0.0016251354279523294,0,25.0,0,0
0,0.56,0.0,0.0,0.39748000000000006,0.06870833333333343,0.0037359900373599006,0,25.0,0,0
0,0.48,0.0,0.0,0.316892,0.12541730769230774,0.0020422055820285907,0,25.0,0,0
0,0.64,0.0,0.44,0.432256,0.009963461538461615,0.0018495684340320592,0,25.0,0,0
0,0.68,0.0,0.0,0.527736,0.0005339743589743984,0.003474232773595831,0,25.0,0,0
0,0.76,0.0,0.0,0.449476,0.039373076923076955,0.0037313432835820895,0,25.0,0,0
0,0.56,0.0,0.0,0.32144799999999996,0.21819294871794867,0.003955174686882004,0,25.0,0,0
0,0.48,0.0,0.0,0.5166000000000001,0.06769230769230761,0.003169572107765452,0,25.0,0,0
0,0.6,0.0,0.0,0.4697799999999999,0.04491025641025648,0.003531489111241907,0,25.0,0,0
0,0.72,0.0,0.0,0.37095599999999995,0.09548525641025651,0.0017311021350259665,0,25.0,0,0
0,0.48,0.0,0.0,0.4682319999999999,0.20106025641025638,0.003084832904884319,0,25.0,0,0
0,0.64,0.0,0.96,0.29036,0.051054487179487185,0.001941747572815534,0,25.0,0,0
0,0.32,0.0,0.0,0.34206400000000003,0.0011487179487179588,0.003674219228413962,0,25.0,0,0
0,0.72,0.0,0.0,0.40943999999999997,0.07317628205128202,0.001658374792703151,0,25.0,0,0
0,0.64,0.0,0.0,0.444512,0.18316602564102563,0.003790271636133923,0,25.0,0,0
0,0.52,0.0,0.0,0.538076,0.06172884615384622,0.003028773346794548,0,25.0,0,0
0,0.6,0.0,0.84,0.395224,0.1293288461538462,0.0014756517461878996,0,25.0,0,0
0,0.72,0.0,0.0,0.28454799999999997,0.11568525641025645,0.001893939393939394,0,25.0,0,0
0,0.72,0.0,0.0,0.363932,0.011284615384615337,0.0017441860465116279,0,25.0,0,0
0,0.64,0.0,0.0,0.399044,0.050123717948718005,0.001851851851851852,0,25.0,0,0
0,0.4,0.0,0.0,0.40342000000000006,0.14034615384615373,0.003234501347708895,0,25.0,0,0
0,0.56,0.0,0.0,0.48361999999999994,0.023964743589743653,0.0033351862145636463,0,25.0,0,0
0,0.6,0.0,0.0,0.37207999999999997,0.15409615384615388,0.003629764065335753,0,25.0,0,0
0,0.64,0.0,0.0,0.410464,0.017136538461538453,0.0018181818181818182,0,25.0,0,0
0,0.72,0.0,0.0,0.3747,0.0961217948717949,0.0018337408312958435,0,25.0,0,0
0,0.44,0.0,0.0,0.39055599999999996,0.14096602564102573,0.0032379924446842958,0,25.0,0,0
0,0.48,0.0,0.0,0.28512400000000004,0.0659153846153846,0.0033149171270718232,0,25.0,0,0
0,0.64,0.0,0.0,0.36487200000000003,0.25558269230769237,0.002097902097902098,0,25.0,0,0
0,0.64,0.0,0.0,0.43711999999999995,0.014560897435897446,0.0018181818181818182,0,25.0,0,0
